Accident_Index;longitude;latitude;Police_Force;Accident_Severity;Number_of_Vehicles;Number_of_Casualties;Day_of_Week;Time;Local_Authority_(District);Local_Authority_(Highway);1st_Road_Class;1st_Road_Number;Road_Type;Speed_limit;Junction_Detail;Junction_Control;2nd_Road_Class;2nd_Road_Number;Pedestrian_Crossing-Human_Control;Pedestrian_Crossing-Physical_Facilities;Light_Conditions;Weather_Conditions;Road_Surface_Conditions;Special_Conditions_at_Site;Carriageway_Hazards;Urban_or_Rural_Area;Did_Police_Officer_Attend_Scene_of_Accident;LSOA_of_Accident_Location;Date
43736;7.729.747.805;286.699.844;6;3;3;1;4;20:15;100;E08000001;3;58;3;30;6;2;3;673;0;0;4;1;2;0;0;1;1;E01004837;31/08/2018
43737;7.719.463.072;2.866.035.564;6;3;1;1;5;09:30;100;E08000001;6;0;6;30;6;2;4;6202;0;0;1;1;2;0;0;1;1;E01004871;01/09/2018
43738;7.715.463.405;2.860.762.484;6;3;1;1;4;12:56;100;E08000001;3;676;6;30;0;-1;-1;0;0;4;1;1;2;0;0;1;1;E01004929;24/08/2018
43739;7.713.071.211;2.870.067.633;6;3;1;2;5;13:15;100;E08000001;3;666;3;30;3;2;6;0;0;5;1;1;2;0;0;1;1;E01004821;25/08/2018
43740;7.728.500.401;2.861.202.193;6;3;1;1;5;13:40;100;E08000001;3;666;6;30;0;-1;-1;0;0;0;1;1;2;0;0;1;1;E01004824;25/08/2018
43741;7.707.045.272;2.868.370.137;6;3;2;1;6;16:30;100;E08000001;3;666;3;30;6;2;3;58;0;0;1;2;2;0;0;1;2;E01004766;26/08/2018
43742;7.730.144.094;2.857.626.238;6;3;1;1;7;19:50;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004818;27/08/2018
43743;7.716.861.719;2.860.199.825;6;3;1;1;3;13:20;100;E08000001;6;0;6;30;2;4;6;0;0;0;1;1;1;0;0;1;1;E01004841;30/08/2018
43744;7.730.472.642;2.853.256.832;6;3;3;2;2;16:00;100;E08000001;3;579;6;30;3;4;6;0;0;4;1;1;1;0;0;1;1;E01004854;29/08/2018
43745;7.723.758.707;2.863.223.126;6;3;2;1;3;12:40;100;E08000001;6;0;6;30;6;4;6;0;0;0;1;1;1;0;0;1;1;E01004859;30/08/2018
43746;7.707.980.964;28.604.278;6;3;1;1;3;19:45;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;2;E01004817;30/08/2018
43747;7.706.116.725;2.864.784.885;6;3;2;1;3;15:45;100;E08000001;3;58;6;30;0;-1;-1;0;0;4;1;1;1;0;0;1;2;E01004932;30/08/2018
43748;7.708.526.986;285.837.342;6;3;2;1;4;19:20;100;E08000001;3;58;6;30;6;2;3;676;0;5;1;1;2;0;0;1;2;E01004802;31/08/2018
43749;7.720.654.086;2.859.730.465;6;3;2;2;5;17:45;100;E08000001;3;673;1;30;1;4;3;6027;0;0;1;2;2;0;0;1;2;E01004781;01/09/2018
43750;7.730.280.933;2.864.834.649;6;3;2;1;6;13:40;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004858;02/09/2018
43751;7.722.910.162;2.854.638.182;6;3;2;2;3;10:50;100;E08000001;3;58;2;30;1;4;3;6;0;0;1;1;1;0;0;1;2;E01004891;09/08/2018
43752;7.715.358.088;2.865.032.402;6;2;2;1;5;19:00;100;E08000001;3;6;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004892;01/09/2018
43753;7.717.267.923;2.863.626.229;6;3;3;2;7;19:00;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004867;03/09/2018
43754;7.731.625.004;2.867.644.855;6;3;3;2;7;12:10;100;E08000001;3;673;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004781;03/09/2018
43755;7.717.473.277;2.872.599.589;6;2;2;3;1;14:55;100;E08000001;3;579;7;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004899;04/09/2018
43756;7.714.180.056;2.866.433.294;6;3;4;1;6;13:40;100;E08000001;3;666;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004907;02/09/2018
43757;7.724.821.961;2.866.958.627;6;3;4;2;7;14:10;100;E08000001;5;0;6;60;3;4;6;0;0;0;1;1;1;0;0;2;1;E01004884;03/09/2018
43758;7.719.029.457;2.868.653.969;6;3;2;3;1;19:00;100;E08000001;3;58;7;30;0;-1;-1;0;0;0;1;1;1;0;0;1;2;E01004926;04/09/2018
43759;7.711.700.284;2.866.285.703;6;3;2;1;1;18:50;100;E08000001;3;6;6;30;6;2;6;0;0;5;1;1;1;0;0;1;1;E01004901;04/09/2018
43760;7.713.426.052;2.866.852.515;6;3;2;1;2;17:40;100;E08000001;3;666;6;30;0;-1;-1;0;0;4;1;1;1;0;0;1;1;E01004824;05/09/2018
43761;7.710.379.505;2.861.275.621;6;3;2;1;2;15:00;100;E08000001;4;6207;2;30;3;2;3;676;0;0;1;1;2;0;0;1;2;E01004821;05/09/2018
43762;7.731.265.995;2.865.930.213;6;3;1;1;5;22:50;100;E08000001;3;676;6;30;9;4;6;0;0;0;4;2;2;0;0;1;1;E01004928;08/09/2018
43763;772.070.989;2.861.861.431;6;3;2;4;6;16:00;100;E08000001;5;0;3;50;6;2;3;6027;0;5;1;1;1;0;0;1;1;E01004781;09/09/2018
43764;771.095.062;285.588.336;6;3;1;1;2;20:30;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;2;E01004824;22/08/2018
43765;7.709.768.207;2.854.421.951;6;3;2;1;5;12:45;100;E08000001;3;58;1;30;1;4;3;6;0;0;1;1;1;0;0;1;2;E01004891;01/09/2018
43766;7.709.181.837;287.211.061;6;3;2;1;1;01:00;100;E08000001;3;58;6;30;3;4;6;0;0;4;4;1;1;0;0;1;2;E01004932;04/09/2018
43767;7.728.039.388;2.863.670.822;6;3;2;3;1;11:30;100;E08000001;6;0;6;30;9;4;6;0;0;0;1;1;1;0;0;1;2;E01004852;04/09/2018
43768;7.731.339.714;285.674.202;6;1;2;4;2;19:45;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004811;05/09/2018
43769;7.729.973.686;2.859.048.252;6;2;1;1;2;19:10;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004877;05/09/2018
43770;7.718.899.499;2.854.168.361;6;3;1;1;3;18:20;100;E08000001;3;6099;6;30;3;2;6;0;0;0;1;1;1;0;0;1;1;E01004820;09/08/2018
43771;7.718.991.543;2.865.288.804;6;3;3;1;4;08:10;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004835;07/09/2018
43772;7.736.746.265;2.859.667.625;6;2;1;1;4;08:05;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004839;07/09/2018
43773;7.714.250.115;2.856.000.117;6;3;1;3;6;08:30;100;E08000001;3;676;6;30;6;2;4;6203;0;5;1;2;2;0;0;1;1;E01004821;09/09/2018
43774;7.710.002.186;286.816.736;6;3;2;2;4;20:30;100;E08000001;3;6145;6;30;3;4;3;676;0;0;4;1;1;0;0;1;2;E01004838;07/09/2018
43775;7.706.274.162;2.860.988.097;6;3;2;1;5;22:20;100;E08000001;3;676;6;30;0;-1;-1;0;0;0;4;2;2;0;0;1;2;E01004849;08/09/2018
43776;773.632.137;285.702.658;6;3;2;1;5;15:30;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;2;E01004836;08/09/2018
43777;7.722.801.178;2.867.690.403;6;3;2;3;5;18:20;100;E08000001;3;579;2;30;0;-1;-1;0;0;0;1;2;2;0;0;1;1;E01004817;08/09/2018
43778;7.722.490.538;2.856.872.418;6;3;1;1;6;23:05;100;E08000001;4;6209;6;30;3;4;6;0;0;0;4;1;2;0;0;1;1;E01004819;09/09/2018
43779;7.726.631.138;2.864.096.097;6;2;1;1;6;18:15;100;E08000001;3;579;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004817;09/09/2018
43780;7.706.635.163;2.872.583.522;6;2;2;2;1;00:25;100;E08000001;3;579;6;30;6;2;3;6;0;0;4;1;2;0;0;1;1;E01004833;11/09/2018
43781;7.720.363.606;2.872.625.649;6;3;2;1;7;02:25;100;E08000001;3;673;3;30;6;2;6;0;0;8;1;1;1;1;0;1;1;E01004821;10/09/2018
43782;7.730.365.589;2.853.867.161;6;3;2;1;6;13:10;100;E08000001;3;579;6;30;3;4;6;0;0;0;1;9;1;0;0;1;2;E01004896;02/09/2018
43783;770.828.662;2.868.627.194;6;2;1;1;7;09:45;100;E08000001;4;6226;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004843;03/09/2018
43784;7.728.133.056;2.872.769.003;6;3;3;1;7;15:40;100;E08000001;6;0;6;30;6;4;6;0;0;0;1;1;2;0;0;1;1;E01004813;10/09/2018
43785;7.728.977.248;2.860.531.477;6;3;1;1;2;12:45;100;E08000001;3;58;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;2;E01004796;12/09/2018
43786;771.353.188;2.855.008.989;6;3;2;2;2;07:45;100;E08000001;5;0;6;30;6;4;6;0;0;0;1;1;1;0;0;1;1;E01004812;12/09/2018
43787;7.709.822.104;2.872.783.658;6;2;2;2;3;21:15;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;6;1;1;0;0;1;1;E01004887;13/09/2018
43788;7.720.719.712;2.867.856.482;6;3;1;1;3;08:15;100;E08000001;6;0;6;30;9;4;6;0;0;0;1;1;1;0;0;1;2;E01004913;13/09/2018
43789;7.706.724.453;2.865.463.425;6;3;2;1;7;12:00;100;E08000001;3;575;6;30;9;2;3;6053;0;5;4;1;2;0;0;1;1;E01004857;10/09/2018
43790;771.996.226;2.865.150.376;6;3;1;1;4;08:08;100;E08000001;6;0;6;30;3;4;3;673;0;0;1;1;1;0;0;1;1;E01004886;14/09/2018
43791;770.606.419;2.870.974.608;6;2;1;1;5;09:15;100;E08000001;4;6226;6;30;3;4;6;0;0;4;1;2;2;0;0;1;1;E01004890;15/09/2018
43792;7.709.197.369;2.854.329.032;6;3;2;1;7;22:00;100;E08000001;3;579;6;30;7;2;4;6202;0;5;4;2;2;0;0;1;1;E01004848;17/09/2018
43793;7.717.988.432;286.610.171;6;2;1;1;5;21:36;100;E08000001;3;58;3;30;0;-1;-1;0;0;0;4;1;2;0;0;2;1;E01004840;15/09/2018
43794;7.736.459.826;2.870.344.028;6;3;2;1;5;09:15;100;E08000001;4;6226;6;30;3;4;6;0;0;1;1;2;2;0;0;1;1;E01004840;15/09/2018
43795;7.726.759.932;285.925.301;6;3;2;1;6;16:20;100;E08000001;3;666;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004773;16/09/2018
43796;7.724.604.245;2.864.301.626;6;3;3;1;6;08:50;100;E08000001;3;673;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004844;16/09/2018
43797;7.734.282.766;2.869.151.137;6;2;1;1;7;14:14;100;E08000001;5;0;6;30;3;4;6;0;0;4;1;1;1;0;0;1;1;E01004794;17/09/2018
43798;7.732.264.107;2.869.594.277;6;3;2;1;2;09:05;100;E08000001;3;666;6;30;3;4;6;0;0;0;1;1;1;0;0;1;2;E01004905;19/09/2018
43799;7.727.705.911;2.856.614.414;6;3;2;1;5;17:35;100;E08000001;3;6053;6;30;0;-1;-1;0;0;0;1;8;2;0;0;2;2;E01004814;08/09/2018
43800;7.395.308.521;1.863.804.068;6;3;3;1;2;11:30;100;E08000001;6;0;6;30;9;4;6;0;0;0;1;1;1;0;0;1;2;E01004860;19/09/2018
43801;7.393.703.105;1.857.776.721;6;1;1;1;7;21:20;100;E08000001;3;575;6;30;3;4;6;0;0;0;4;1;2;0;0;1;1;E01004860;17/09/2018
43802;7.386.670.313;1.851.727.313;6;3;2;2;2;15:40;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004879;19/09/2018
43803;7.386.804.003;1.853.939.361;6;3;2;1;6;17:30;100;E08000001;3;58;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;2;E01004797;16/09/2018
43804;7.390.228.339;1.851.298.408;6;3;1;1;7;12:20;100;E08000001;6;0;6;30;9;4;6;0;0;0;1;1;1;0;0;1;2;E01004826;24/09/2018
43805;7.383.880.829;1.852.474.498;6;3;2;2;4;17:30;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004924;21/09/2018
43806;7.377.295.041;1.863.209.165;6;3;2;1;7;15:45;100;E08000001;4;6205;6;30;6;2;4;6206;0;0;1;1;1;0;0;1;2;E01004821;24/09/2018
43807;737.349.507;1.851.737.643;6;3;2;1;5;08:00;100;E08000001;6;0;6;30;6;4;6;0;0;0;1;1;1;0;0;1;1;E01004861;22/09/2018
43808;7.386.827.969;1.860.589.528;6;3;3;1;7;18:30;100;E08000001;6;0;9;30;3;4;6;0;0;0;1;1;1;0;0;1;2;E01004925;24/09/2018
43809;7.382.533.427;1.863.032.616;6;3;2;1;1;02:00;100;E08000001;3;579;6;30;3;4;6;0;1;4;4;1;1;0;0;1;2;E01004854;25/09/2018
43810;7.381.824.872;1.853.034.993;6;3;2;2;4;20:25;100;E08000001;4;6202;6;30;9;4;4;6202;0;0;4;1;1;0;0;1;1;E01004871;21/09/2018
43811;7.383.156.904;1.849.508.096;6;3;2;1;5;19:35;100;E08000001;6;0;6;30;6;4;6;0;0;0;4;1;2;0;0;1;1;E01004811;22/09/2018
43812;739.303.068;1.858.675.365;6;3;2;2;5;20:55;100;E08000001;3;673;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01004821;22/09/2018
43813;7.386.339.942;1.854.607.714;6;2;1;1;7;15:30;100;E08000001;6;0;6;30;9;4;6;0;0;4;1;1;1;0;6;1;2;E01004821;24/09/2018
43814;7.373.892.116;1.851.284.847;6;3;1;1;6;17:10;100;E08000001;6;0;6;30;3;4;4;6208;0;0;1;1;1;0;0;1;1;E01004931;23/09/2018
43815;7.380.709.162;1.860.445.287;6;3;3;3;1;15:20;100;E08000001;3;6;6;40;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01004775;25/09/2018
43816;7.388.993.548;1.864.081.613;6;3;3;1;2;16:50;100;E08000001;3;6099;6;30;9;4;6;0;0;0;1;1;1;0;0;1;1;E01004820;26/09/2018
43817;7.390.823.813;1.857.737.665;6;3;2;2;6;22:20;100;E08000001;3;579;9;30;9;4;6;0;0;0;4;9;1;0;0;1;1;E01004851;30/09/2018
43818;7.390.762.321;1.855.166.347;6;3;1;1;7;23:15;100;E08000001;6;0;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01004779;24/09/2018
43819;7.374.569.101;1.853.383.791;6;3;2;1;3;17:10;100;E08000001;3;666;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004804;27/09/2018
43820;7.389.302.253;1.856.601.259;6;3;3;2;3;16:50;100;E08000001;3;579;6;30;6;2;3;6;0;0;1;1;1;0;0;1;2;E01004833;27/09/2018
43821;737.347.239;1.857.860.009;6;3;3;1;7;11:05;100;E08000001;3;673;3;30;6;2;4;6206;0;0;1;2;2;0;0;1;1;E01004821;01/10/2018
43822;7.389.057.036;1.850.777.112;6;3;1;1;6;08:35;100;E08000001;6;0;6;30;6;3;6;0;0;0;1;1;2;0;0;1;2;E01004866;30/09/2018
43823;7.388.917.298;1.853.447.377;6;3;2;1;4;07:45;100;E08000001;3;58;6;30;3;4;6;0;0;0;1;1;2;0;0;1;2;E01004893;28/09/2018
43824;7.383.256.825;1.860.753.615;6;3;2;1;4;16:20;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;2;2;0;0;1;1;E01004887;28/09/2018
43825;7.393.247.458;1.857.306.943;6;3;1;1;5;18:15;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004855;29/09/2018
43826;7.380.800.666;1.850.265.446;6;3;3;1;7;13:30;100;E08000001;3;676;6;30;6;4;6;0;0;0;1;1;2;0;0;1;2;E01004927;01/10/2018
43827;7.382.481.661;1.849.593.871;6;3;2;1;3;06:30;100;E08000001;5;0;6;30;1;4;4;5235;0;0;1;1;1;0;0;1;2;E01004935;04/10/2018
43828;7.393.719.147;184.959.681;6;3;2;1;4;23:00;100;E08000001;6;0;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01004823;05/10/2018
43829;739.618.611;1.857.274.394;6;3;2;1;4;21:30;100;E08000001;3;666;6;30;9;4;6;0;0;0;4;1;1;0;0;1;2;E01004773;05/10/2018
43830;7.375.498.735;1.855.140.062;6;3;2;1;4;07:15;100;E08000001;5;0;6;30;6;4;5;0;0;0;1;1;1;0;0;1;1;E01004812;05/10/2018
43831;737.731.802;1.859.983.922;6;3;1;1;4;15:30;100;E08000001;3;58;6;30;3;4;6;0;0;0;1;1;1;0;0;1;2;E01004932;05/10/2018
43832;7.385.248.515;1.861.068.269;6;3;1;1;3;11:10;100;E08000001;3;6027;1;40;1;4;1;61;0;0;1;1;1;0;0;2;1;E01004775;13/09/2018
43833;7.386.778.603;1.864.169.289;6;3;2;1;1;14:50;100;E08000001;4;5236;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004894;02/10/2018
43834;739.170.971;1.855.673.451;6;3;2;2;6;22:25;100;E08000001;3;676;6;30;3;4;6;0;0;0;4;1;2;0;0;1;1;E01004838;30/09/2018
43835;7.394.262.788;1.861.925.455;6;3;2;3;7;14:15;100;E08000001;3;6;6;60;0;-1;-1;0;0;0;1;4;2;0;0;2;1;E01004780;01/10/2018
43836;7.388.676.108;1.853.416.455;6;3;1;1;1;12:47;100;E08000001;6;0;6;30;9;4;6;0;0;0;1;1;1;0;0;1;1;E01004832;25/09/2018
43837;7.382.300.517;1.855.920.132;6;3;2;2;4;21:15;100;E08000001;6;0;6;30;6;4;6;0;0;0;4;1;1;0;0;1;1;E01004923;05/10/2018
43838;7.377.759.055;1.855.565.711;6;3;3;2;5;13:50;100;E08000001;3;58;3;60;1;4;1;61;0;0;1;1;1;0;0;2;1;E01004891;06/10/2018
43839;7.394.809.651;1.863.131.766;6;3;1;1;3;17:30;100;E08000001;3;673;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004868;04/10/2018
43840;7.392.715.221;1.852.970.282;6;3;2;1;3;18:00;100;E08000001;3;666;6;30;6;4;6;0;0;0;1;1;1;0;0;1;1;E01004773;04/10/2018
43841;7.377.445.464;1.863.160.824;6;3;2;1;4;17:10;100;E08000001;4;6205;6;30;6;2;3;676;0;0;1;1;1;0;0;1;2;E01004821;05/10/2018
43842;7.396.216.006;1.864.276.087;6;3;1;1;4;15:45;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004934;05/10/2018
43843;7.387.661.398;1.860.220.081;6;3;1;1;4;08:55;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004798;05/10/2018
43844;7.380.607.957;1.862.493.263;6;3;1;1;5;08:50;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;2;E01004828;06/10/2018
43845;7.386.959.405;1.861.823.311;6;3;1;1;5;11:00;100;E08000001;6;0;6;30;9;4;6;0;0;0;1;1;1;0;0;1;2;E01004793;06/10/2018
43846;7.375.901.583;18.525.556;6;3;1;1;2;09:15;100;E08000001;3;579;6;30;9;4;6;0;0;0;1;1;1;0;0;1;2;E01004851;10/10/2018
43847;7.384.245.911;1.864.447.161;6;3;3;1;3;13:25;100;E08000001;4;6391;6;30;9;4;6;0;0;0;1;1;1;0;0;1;1;E01004805;04/10/2018
43848;7.377.142.525;1.862.463.725;6;3;2;1;3;11:45;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01004814;04/10/2018
43849;7.395.537.038;1.861.446.197;6;2;1;1;6;14:25;100;E08000001;3;666;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004771;07/10/2018
43850;7.380.049.426;1.863.274.891;6;3;1;1;6;20:45;100;E08000001;3;673;6;30;3;3;6;0;0;0;4;1;1;0;0;1;1;E01004781;07/10/2018
43851;738.879.578;185.900.509;6;3;2;4;7;14:05;100;E08000001;3;58;6;40;3;4;6;0;0;0;1;2;2;0;0;2;1;E01004899;08/10/2018
43852;7.395.625.117;185.606.106;6;3;3;2;7;13:30;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;2;2;0;0;1;1;E01004912;08/10/2018
43853;7.373.893.399;1.861.692.737;6;3;1;1;3;17:02;100;E08000001;3;6099;6;30;9;2;6;0;0;4;1;1;1;0;0;1;1;E01004826;11/10/2018
43854;7.390.456.846;1.848.994.839;6;2;3;2;6;16:50;100;E08000001;3;579;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004932;07/10/2018
43855;7.390.611.663;1.851.229.388;6;3;2;1;7;13:28;100;E08000001;3;676;3;30;5;4;3;579;0;0;1;1;2;0;0;1;1;E01004849;08/10/2018
43856;7.380.646.367;1.851.839.116;6;3;4;1;1;20:55;100;E08000001;3;6145;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01004838;09/10/2018
43857;7.385.961.811;1.861.233.303;6;3;2;1;6;20:30;100;E08000001;6;0;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;2;E01004908;07/10/2018
43858;7.387.045.704;1.858.844.466;6;3;2;1;3;11:20;100;E08000001;3;579;6;30;3;4;6;0;0;0;1;2;2;0;0;1;1;E01004851;11/10/2018
43859;7.380.748.079;1.858.469.786;6;3;1;1;3;08:30;100;E08000001;3;673;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004886;11/10/2018
43860;7.388.559.498;1.854.929.636;6;3;1;1;5;23:20;100;E08000001;3;676;9;30;9;2;3;58;0;0;4;1;1;0;0;1;2;E01004835;13/10/2018
43861;7.396.155.334;1.853.805.501;6;3;1;1;6;10:20;100;E08000001;3;676;6;30;9;4;6;0;0;4;1;1;1;0;0;1;2;E01004838;14/10/2018
43862;7.382.314.346;1.856.841.618;6;3;2;1;4;18:50;100;E08000001;3;58;9;30;6;2;3;676;0;5;4;2;2;0;0;1;2;E01004929;12/10/2018
43863;7.373.766.412;1.860.757.831;6;3;2;1;4;18:38;100;E08000001;3;666;6;30;7;2;3;673;0;0;4;2;2;0;0;1;1;E01004821;12/10/2018
43864;737.924.222;1.863.092.136;6;3;2;2;6;22:20;100;E08000001;3;6;6;40;9;4;5;0;0;0;4;1;1;0;0;2;1;E01004776;14/10/2018
43865;7.386.297.074;1.850.432.407;6;3;3;2;2;10:50;100;E08000001;3;666;6;30;9;4;6;0;0;0;1;1;1;0;0;1;1;E01004822;17/10/2018
43866;7.382.871.646;185.971.358;6;1;1;1;2;17:05;100;E08000001;3;6;6;60;9;4;4;5238;0;0;1;1;1;0;0;2;1;E01004780;10/10/2018
43867;7.377.743.854;1.851.515.143;6;2;1;1;2;16:10;100;E08000001;3;676;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004849;10/10/2018
43868;7.388.182.745;1.860.759.585;6;3;2;2;4;08:25;100;E08000001;6;0;6;30;3;4;3;675;0;0;1;1;2;6;0;1;1;E01004774;12/10/2018
43869;738.180.423;1.854.132.015;6;3;2;1;5;15:15;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004816;13/10/2018
43870;7.374.870.174;186.360.285;6;3;2;1;5;18:45;100;E08000001;3;666;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01004907;13/10/2018
43871;7.393.957.038;1.850.877.112;6;2;5;3;7;14:05;100;E08000001;3;58;6;30;3;4;6;0;0;4;1;1;1;0;0;1;1;E01004920;15/10/2018
43872;7.375.244.475;185.159.237;6;3;2;1;7;14:00;100;E08000001;3;666;6;30;3;4;6;0;0;4;1;1;1;6;0;1;2;E01004803;15/10/2018
43873;7.378.146.373;1.863.166.885;6;3;2;1;1;15:05;100;E08000001;4;5238;6;30;6;2;3;6;0;0;1;1;1;0;0;2;1;E01004783;16/10/2018
43874;7.375.694.295;1.862.551.836;6;3;3;4;7;19:50;100;E08000001;3;575;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01004860;15/10/2018
43875;737.339.048;1.853.751.439;6;3;3;1;1;16:17;100;E08000001;6;0;6;30;6;2;6;0;0;0;1;1;1;0;0;1;1;E01004852;16/10/2018
43876;7.381.172.854;1.853.000.916;6;3;2;2;1;07:15;100;E08000001;6;0;6;30;3;4;6;0;0;0;4;1;2;0;0;1;1;E01004872;16/10/2018
43877;739.086.867;1.850.877.651;6;3;3;2;7;12:15;100;E08000001;4;5236;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004776;15/10/2018
43878;7.381.784.101;1.854.927.475;6;3;2;1;2;09:35;100;E08000001;3;676;3;30;3;2;3;673;0;0;1;1;1;0;0;1;1;E01004821;17/10/2018
43879;7.381.616.695;1.853.129.684;6;3;2;2;5;16:00;100;E08000001;3;6172;6;30;9;4;4;6204;0;0;1;1;1;0;0;1;2;E01004848;20/10/2018
43880;7.392.753.965;1.859.145.267;6;3;2;1;6;09:30;100;E08000001;6;0;6;30;9;4;6;0;0;0;1;1;1;0;0;1;1;E01004815;14/10/2018
43881;7.376.819.196;1.852.761.549;6;2;6;2;6;11:20;100;E08000001;6;0;6;30;3;4;3;579;0;0;1;1;1;0;0;1;2;E01004829;14/10/2018
43882;7.374.850.882;1.853.306.606;6;3;3;2;2;16:35;100;E08000001;3;58;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004938;17/10/2018
43883;7.377.098.521;1.857.383.873;6;2;2;1;2;16:30;100;E08000001;3;673;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004882;17/10/2018
43884;7.396.250.508;1.851.751.467;6;3;2;1;7;13:30;100;E08000001;3;579;2;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004817;15/10/2018
43885;7.375.747.673;1.860.843.698;6;3;2;1;6;18:20;100;E08000001;6;0;3;30;6;2;3;58;0;5;4;2;2;0;0;2;1;E01004899;21/10/2018
43886;7.381.616.339;1.854.473.279;6;2;1;1;1;17:15;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004766;16/10/2018
43887;7.389.792.284;185.390.975;6;3;2;1;3;07:20;100;E08000001;3;673;6;30;3;4;6;0;0;4;1;1;1;0;0;1;2;E01004868;18/10/2018
43888;7.392.744.134;1.863.544.882;6;3;2;1;7;20:40;100;E08000001;3;58;6;40;3;4;6;0;0;0;4;1;2;0;6;1;1;E01004926;22/10/2018
43889;7.376.268.672;1.853.110.355;6;3;2;1;5;15:25;100;E08000001;3;58;1;30;1;3;3;6;0;0;1;1;1;0;0;2;2;E01004891;13/10/2018
43890;7.395.912.851;1.861.222.505;6;1;1;1;4;21:00;100;E08000001;3;666;3;40;0;-1;-1;0;0;0;4;2;2;0;0;1;1;E01004821;19/10/2018
43891;7.386.791.906;1.853.735.027;6;3;2;1;5;11:20;100;E08000001;5;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01004812;20/10/2018
43892;7.391.375.508;185.395.128;6;3;2;2;6;15:15;100;E08000001;6;0;6;30;3;4;6;0;0;0;1;2;2;0;0;1;1;E01004871;21/10/2018
43893;7.384.263.191;1.856.543.599;6;3;2;1;5;18:06;100;E08000001;3;579;6;30;3;4;6;0;0;0;1;1;1;0;0;1;2;E01004932;20/10/2018
43894;7.388.682.056;1.854.120.655;6;3;2;1;6;07:35;100;E08000001;3;58;6;30;3;4;5;0;0;0;4;2;2;0;0;1;1;E01004939;21/10/2018
